"","date","incident"
"834",2004-12-11,"Four persons, including a captain of the Assam Rifles and three Chin Integration Army cadres, were killed during an encounter at Vaphai hamlet near the Mizoram-Myanmar international border in Champhai district on December 11."
"835",2004-12-15,"In the State, troops are reported to have shot dead five infiltrators at Sarthi Kalan village in the Hiranagar sector of Kathua district on December 15. According to Daily Excelsior, the infiltrators were suspected to be Bangladeshi nationals as there were no recoveries of weapons or any incriminating document from their possession."
"836",2004-12-28,"Suspected terrorists belonging to the Biswamohan Debbarma faction of the outlawed National Liberation of Tripura (NLFT) are reported to have killed at least 16 Territorial Army personnel and wounded three others during an ambush at Agumabari in the South Tripura district on December 28. The incident occurred when the Army personnel, moving in two vehicles from Kouyamura to Dangabari, were attacked by a 50-member NLFT squad with grenades and indiscriminate firing. They also later looted 15 AK-series rifles and one light machine gun from the slain soldiers. As the terrorists were escaping, one of the injured soldiers reportedly opened retaliated fire killing at least one terrorist."
"837",2004-12-29,"On December 29, about 150-armed left-wing extremists (also known as Naxalites) of the Communist Party of India-Maoist (CPI-Maoist) shot dead four persons, including a woman, and destroyed two houses using dynamite at Mauri village in the Patna district of Bihar. One of the deceased, Harendra Sharma, was reportedly a State homeguard personnel. The incident was believed to be in retaliation to the recent killing of a Naxalite, Siyaram Manjhi."
"838",2004-12-03,"On December 3, Fidayeen terrorists attacked a Central Reserve Police Force (CRPF) guarded Special Operations Group (SOG) camp in Sopore, killing five CRPF personnel and wounding two others. Two terrorists were also killed in the attack."
"839",2004-12-31,"In continuing clashes between two terrorist groups, three unidentified terrorists were reportedly found dead in an orchard near Momin in the Kulgam area of Anantnag district on December 31. The police have recovered nine AK-56 magazines filled with 30 rounds each, a wireless set, Rupees 1,000 in Pakistani currency and Rupees 600 in Indian currency along with some letterheads of the Hizb-ul-Mujahideen (HM) outfit from the incident site. Superintendent of Police, Viplav Kumar, was quoted as saying in Daily Excelsior that the dead bodies were believed to be those of terrorists killed in a group clash between the HM and Lashkar-e-Toiba (LeT)."
"840",2004-12-31,"Three Lashkar-e-Toiba (LeT) cadres were killed during an encounter that ensued after security force (SF) personnel raided their hideout at Nawpora Reban in the Sopore area of Baramulla district. Further in Sopore, suspected terrorists are reported to have shot dead a fruit merchant, Ghulam Mohammad Bhat, at his residence. During a separate encounter at Naika Majari in the Mendhar area of Poonch district, SF personnel killed two more LeT cadres, identified as Abu Katal and Abu Larvi. Two AK-47 rifles, three magazines, 90 rounds of ammunition, one wireless set, eight hand grenades, six detonators and some eatables were recovered from the incident site."
"841",2004-12-05,"On December 5, terrorists detonated a powerful remote-controlled Improvised Explosive Device (IED), hidden in an underground water pipe, the moment a private vehicle driven by a civilian driver and carrying soldiers of Ist Rashtriya Rifles and a Special Police Officer (SPO), passed over it one kilometer short of Naiyna Batpora village in Pulwama district. The powerful blast reportedly hurled the car skyward and left a 10-feet (3-meter) wide crater in the road, killing all nine soldiers including an officer, a Special Police Officer (SPO) and the civilian driver. Later, a person claiming to be a spokesman for the Hizb-ul-Mujahideen (HM) terrorist outfit claimed responsibility for the blast in a telephone call to a local news agency, Kashmir News Service (KNS)."
"842",2004-12-05,"Three terrorists holed up in a mosque at Bhan village in Kulgam area of Anantnag district were killed on December 5 after an overnight gun battle with security forces who had surrounded the building. Three AK rifles, one pistol and some ammunition was recovered from the encounter site. One of the slain terrorists was identified as Abu Suhail, as the name was inscribed on one of the recovered AK rifles. Police sources said that two other terrorists were yet to be identified."
"843",2004-12-07,"Four persons, including a police inspector, were killed when a police jeep was blown up in a landmine blast triggered by left wing extremists (also known as Naxalites) of the Communist Party of India-Maoist (CPI-Maoist) at Dogadoha in East Singhbhum district of Jharkhand on December 7. The landmine planted under a culvert exploded killing the four on the spot. The victims have been identified as Sushil Nag, Ghatsila circle inspector, his driver and two activists of 'Nagarik Suraksha Samity' (NSS), an anti-extremism outfit floated by the villagers and supported by the district police."
"844",2004-12-08,"Five National Socialist Council of Nagaland-Isak Muivah (NSCN-IM) cadres were reportedly killed and 10 others were wounded in factional clash with rival Khaplang faction (NSCN-K) at Azuram and Chumram villages in the Tamenglong district on December 8."
"845",2004-02-01,"Six terrorists and a security force (SF) personnel were killed in an encounter at Nalla Bharat village, Doda district, on February 1. According to official sources, the encounter took place when SFs carried out a search operation after being tipped off that six hardcore terrorists had taken shelter in a double-storey house. During the encounter, which continued for eight long hours, the building caught fire and all six terrorists were killed inside. Three of them have been identified. Two of them belonged to the Hizb-ul Mujahideen (HM) and the third was affiliated with the Lashkar-e-Toiba (LeT). Recoveries made from the scene of the encounter included two AK rifles, five magazines and 30 rounds of ammunitions, one Self Loading Rifles (SLR) with one magazine, 15 Chinese hand grenades and one Pakistan made hand grenade."
