"","uid","date","incident text","district","state","attributed organizations"
"646",646,"2003-08-19","three terrorists reportedly affiliated to the jaish e mohammed (jem) outfit, were killed during an encounter with the security forces (sfs) at kaninwali in the pulwama district of south kashmir on august 19. an ak assault rifle, four magazines, 50 rounds of ammunition, a pistol with a magazine, a wireless set and an under barrel grenade launcher were recovered from the incident site.","pulwama","jammu and kashmir","hizbul mujahideen"
"647",647,"2003-08-02","three left wing extremists—naxalites—including a woman, suspected to be belonging to the people’s war group (pwg) were killed in an encounter at koushettyyai area in the tadwai mandal (administrative unit), warangal district, on august 2. official sources said the encounter took place when a special police party, combing the area, came across the naxalites and in the ensuing encounter three naxalites were killed while eight naxals managed to escape. police also recovered two.303 rifles, a 30 us carbine and two 8 mm rifles from the encounter site.",NA,NA,"communist party of india (maoist)"
"648",648,"2003-08-02","three pakistani terrorists were killed during an encounter near the line of control (loc) at paroo krali in boniyar area of baramulla district, on august 2.","baramulla","jammu and kashmir",NA
"649",649,"2003-08-02","three terrorists of the united liberation front of asom (ulfa) were killed and two police personnel injured in an encounter in dakshin haldibari area, jalpaiguri district of west bengal on august 2. the encounter occurred when the police, on a tip off, intercepted and challenged the terrorists. the terrorists, however, fired on the police personnel and in the ensuing encounter, three terrorists were killed. two 9 mm chinese pistols, two magazines, wireless sets and some documents, including road maps of jalpaiguri and assam were recovered from the encounter site. according to police sources, the terrorists were suspected to have been planning a major offensive in north bengal.",NA,"assam","people’s liberation army of manipur"
"650",650,"2003-08-21","meanwhile, four family members of a terrorist, including his six month old son, and a counter insurgent were killed during an encounter with the security forces in the kokernag area of anantnag district.","anantnag","jammu and kashmir",NA
"651",651,"2003-08-21","suspected united peoples’ democratic solidarity (upds) terrorists killed five persons, including four women of the family of a migrant, at manja village in assam’s karbi anglong district on august 21.",NA,"assam",NA
"652",652,"2003-08-22","further, reports from poonch have indicated that the six foreign mercenaries killed on august 22 at krishna ghati in mendhar sector belonged to a suspected fidayeen (suicide) squad of the let. the number of sf personnel killed in the incident also reached four. earlier reports had said that two sf personnel were killed.","poonch","jammu and kashmir",NA
"653",653,"2003-08-22","six foreign mercenaries of an unidentified group were killed during an encounter after they attempted to cross the line of control ignoring warnings to surrender on august 22 in the kg sector of poonch district on august 22. two security force (sf) personnel were also killed in the incident. six ak rifles and unspecified quantity of ammunition and explosive devices were recovered from the encounter site. the encounter was continuing till last reports came in.","poonch","jammu and kashmir",NA
"654",654,"2003-08-22","three terrorists of the proscribed all tripura tiger force (attf) were killed and two security force personnel were injured during an encounter at subalkobrapara village under kalyanpur police station limits in the west tripura district on august 22. a tribal woman who was caught in the crossfire also succumbed to bullet injuries later at a local hospital.",NA,"tripura","all tripura tiger force"
"655",655,"2003-08-23","two united liberation front of asom (ulfa) terrorists and a member of the village defence committee were killed during an encounter at sakapara village under lakhipur police station limits in assam’s goalpara district on august 23.",NA,"assam","united liberation front of assam "
"656",656,"2003-08-25","a civilian, his wife and daughter in law, were killed when a group of three suspected lashkar e toiba (let) terrorists opened indiscriminate fire after intruding into their residence at village katarmal under the jurisdiction of manjakote police station in rajouri district on august 25.","rajouri","jammu and kashmir","lashkar e taiba"
